Nr;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144
07.08.2017 02:00;9,8937;2,90624;10,431;14,0144;5,80717;17,6403;3,55048;19,9783;32,3763;11,5681;11,5028;20,2736;35,936;26,7489;12,3579;13,7717;21,9;14,8;28,0;25,1;5,8;11,0;32,3;12,8;14,9;27,9;1,6;5,8;3,8;5,3;6,3;7,7;9,1;9,6;12,4;23,6;10,54063;9,7;7,0;22,1;13,7;10,5;22,6154;8,41864;2,2535;16,8139;9,30156;9,18928;10,439;17,6723;15,4028;5,93132;12,8258;11,1972;9,85218;17,1564;8,49725;24,3804;20,852;3,34686;2,47285;11,0;5,86;2,151;17,3;14,03;18,29;29,51;10,79;19,84;11,66;16,09;19,56;20,365204;13,21;4,54312;4,38625;6,28623;;2,5;7,6;3,1;12,3;6,58387;10,7855;16,5935;5,13531;5,25702;8,72722;8,6003;3,9315;;6,232;6,0962;2,1012;2,7256;2,2063;5,19089;2,44853;;6,46826;1,92262;4,5157;;7,2;;;7,0;10,2;0,49;14,8164;11,1496;7,59117;8,4845;6,77326;5,8794;7,31659;9,66888;11,2697;7,1068;8,37881;11,6148;3,84046;5,65155;7,22258;6,18426;9,37092;2,61108;0,0;7,36332;28,5499;1,95;8,81803;13,4825;40,7471;8,95946;21,2923;21,3704;18,7336;5,0992;23,089;11,1572;28,6752;5,96278
07.08.2017 03:00;8,27794;1,8881;10,6169;13,6545;6,61552;11,9447;4,06633;18,3504;34,6704;9,84043;10,2111;23,8129;31,7185;25,018;11,2139;9,35818;19,9;10,8;24,9;24,9;5,9;10,0;36,2;12,4;10,2;29,0;2,0;8,1;5,3;4,6;6,8;12,04;8,6;11,5;13,7;20,7;13,27622;11,1;8,0;22,6;18,16;11,1;22,8776;8,34126;2,24607;16,6195;8,51226;10,4523;7,21992;13,6346;16,9881;6,20007;14,7787;6,45955;15,7443;13,2904;4,99085;16,9709;13,0897;3,16691;2,58311;12,0;5,76;2,151;15,4;12,83;16,29;31,61;12,09;28,54;14,86;20,79;22,26;15,565637;15,11;5,33076;4,53069;7,10733;;2,4;10,7;2,8;15,7;6,8508;10,2042;17,3413;5,60482;8,66568;9,78997;11,3474;3,9141;;5,6396;6,4901;2,1835;3,7498;2,4943;4,07211;2,22574;;7,11127;2,35079;4,0938;;8,6;;;9,0;9,8;1,37;11,336;10,3625;7,87797;8,29436;7,83495;3,91854;8,6449;9,83961;28,1804;7,042;8,36394;14,6831;13,1328;5,70573;7,43063;5,3451;9,58868;1,81797;0,0308;9,2339;12,283;2,12;16,8931;11,2494;37,1634;7,71869;20,1668;19,8318;23,0293;5,86506;15,509;9,82646;19,9066;5,80558
07.08.2017 04:00;8,07405;1,45471;13,0892;21,5735;5,97606;15,5552;4,10335;24,5044;36,3808;10,029;12,9272;32,9809;32,3309;20,3044;12,4652;12,5847;24,1;17,3;23,5;22,8;6,7;11,2;34,7;15,3;6,4;30,4;2,1;6,6;3,0;6,9;10,7;10,15;11,1;11,2;14,7;28,7;12,2432;24,8;14,5;19,0;19,38;13,5;18,3664;7,4466;2,08939;17,2006;8,78184;17,8618;7,92949;20,9199;15,4644;8,71382;14,5562;7,58647;20,2784;12,7828;3,80063;17,852;18,0753;3,11548;4,15574;10,1;5,26;2,151;13,8;21,13;15,09;42,31;23,59;29,44;23,66;21,99;38,06;21,56607;18,21;10,0099;5,48919;9,3141;;2,3;25,9;2,3;22,1;6,46002;4,52507;19,8455;7,81318;6,18244;12,4094;13,957;5,3618;;7,3909;7,1072;3,3672;5,2109;4,0577;5,02377;2,23918;;7,56813;2,66458;5,5769;;7,4;;;11,0;10,5;3,305;10,4496;9,58656;10,362;8,82919;7,95764;5,46726;10,6801;10,8527;25,4808;7,71014;11,7657;16,3802;16,8028;7,88063;7,59967;7,67827;8,08404;3,52357;0,81791;15,3321;14,8823;1,99;21,131;13,8339;33,9749;10,475;15,4749;16,5767;30,1683;7,1546;17,8443;8,18471;20,2167;6,02546
07.08.2017 05:00;9,71007;2,15578;17,311;15,1844;6,60277;10,5702;4,1393;25,7918;34,7268;8,53867;17,7455;50,0944;29,7773;21,6948;14,7803;20,2486;33,8;18,7;19,3;24,9;6,6;13,4;39,2;18,4;4,3;30,7;1,8;8,5;2,8;8,2;11,9;13,58;10,7;14,8;25,4;47,9;16,0692;32,2;16,7;23,1;21,85;15,8;21,0283;7,11795;2,14569;16,8171;10,8857;37,4502;9,35552;43,0097;17,7827;15,7903;23,618;20,0239;27,5562;13,4488;3,69388;33,3095;29,1309;3,12132;3,25306;10,2;4,96;2,868;14,2;15,93;14,29;44,61;37,69;39,64;34,96;27,89;49,16;33,766503;29,91;15,9578;7,90501;11,4237;;4,0;37,7;2,0;16,8;6,31805;4,54312;16,756;4,40026;5,11504;9,00286;25,0353;9,3734;;17,8268;10,5585;4,8551;8,9069;14,7917;9,15607;2,50678;;9,51135;6,27402;6,3427;;20,8;;;14,0;13,0;3,435;14,9805;14,5578;17,6451;;13,1641;9,48511;15,8436;13,1502;34,4647;10,8055;11,4576;12,5236;14,519;14,6778;9,04854;15,8558;13,614;4,30189;3,11975;21,4197;23,4262;1,5;20,4707;21,3327;40,6282;11,3278;14,1529;22,8341;26,7291;13,332;24,7933;12,8949;36,2558;21,3703
07.08.2017 06:00;13,3834;2,39797;16,1192;21,7363;6,80938;18,3201;4,2073;30,6297;28,1534;6,33138;18,2527;55,4661;23,7364;27,3952;24,3897;20,161;34,3;25,0;16,3;33,6;5,9;11,7;31,0;21,0;4,9;36,7;1,3;7,4;7,9;13,0;7,3;7,14;9,7;21,1;41,1;51,2;16,27963;38,4;18,5;25,9;23,56;24,3;17,8575;6,47494;1,66085;17,7163;14,9407;37,1126;15,0703;59,0547;23,8246;35,6396;33,4207;29,3745;36,8799;15,9873;2,99865;29,8461;32,0338;4,22986;4,72423;11,2;3,76;2,9875;18,2;16,93;16,19;48,61;44,89;44,44;29,16;46,79;45,46;45,366935;50,71;24,7259;11,6057;14,0442;;19,4;30,0;1,7;15,1;6,08418;4,45549;21,6252;7,80308;6,43104;15,4936;24,8459;12,6878;;25,0027;17,5014;9,3574;8,2424;17,285;13,1022;9,47283;;11,3539;11,5347;8,2546;;33,6;;;22,0;18,8;3,965;35,1268;20,3683;21,8246;14,4266;19,3853;14,6014;23,0532;14,579;29,9483;16,8332;15,2466;18,2626;27,3464;17,6929;10,2754;20,4449;18,6006;6,78527;2,72088;27,7973;26,0239;1,84;19,4614;26,1215;28,4763;8,46126;14,8118;25,5879;25,609;22,8537;29,0337;19,2091;40,6388;8,7559
07.08.2017 07:00;14,7566;1,98954;14,2577;27,8895;5,67811;15,8808;10,7596;26,4021;26,5325;5,97075;34,9094;69,6929;23,8602;28,6025;26,3521;14,9518;40,6;29,8;19,6;34,1;17,3;13,8;33,3;22,1;25,9;30,1;2,0;8,5;6,8;23,1;4,6;7,0;9,7;30,2;35,0;46,5;19,76129;37,5;22,4;31,0;24,13;18,6;37,8199;6,73045;1,71062;18,7025;19,8823;34,1239;20,0006;69,7126;39,2528;35,8637;50,8422;31,3104;33,5727;22,4977;3,44638;28,8869;35,1683;9,78843;19,7701;11,1;6,76;2,5095;27,9;23,93;21,99;45,31;42,29;36,44;32,36;66,59;40,76;51,967368;45,21;26,8126;17,9472;15,1372;;27,8;34,2;1,2;7,4;5,948;5,5618;24,0981;14,0867;8,31034;30,5968;14,8079;13,1089;;19,7946;16,9314;6,6152;6,4091;13,0275;15,4985;4,72418;;11,2465;11,0064;10,3307;;34,3;;;23,0;20,6;2,31;32,9501;24,8283;27,3139;16,6106;25,1123;31,7357;27,5425;28,6639;29,246;23,5155;32,8878;17,8074;28,371;24,6551;11,1271;21,0348;19,923;5,80123;4,04335;25,043;25,9384;4,02;22,5547;26,829;25,251;9,62268;19,3887;30,6626;31,4226;18,3515;29,3083;10,6991;48,6986;3,72893
07.08.2017 08:00;8,88816;3,27536;14,7617;9,32873;5,31377;11,625;7,68301;22,8776;20,4796;6,30376;20,1679;61,9042;14,1966;32,1954;11,8305;12,2241;40,8;23,9;22,5;47,6;20,9;15,2;25,4;14,0;21,4;38,3;3,5;5,9;4,4;20,0;4,0;6,44;6,9;25,8;27,1;42,8;15,8779;33,0;19,1;22,8;15,42;12,5;33,0558;6,26669;4,41694;14,46;17,5808;15,2997;21,8706;68,9521;44,4859;26,8985;56,5304;26,4515;41,534;17,5961;4,71945;25,6928;37,7323;7,41594;28,3183;12,8;5,86;1,673;23,4;12,13;18,09;30,71;26,59;19,74;25,26;67,79;28,76;58,667801;30,81;12,8816;13,3461;15,7979;;11,0;22,6;1,4;3,9;5,85653;5,59791;22,5488;7,32455;12,7371;24,8687;9,1862;;;12,351;8,0403;3,8662;4,9824;7,3241;10,1711;3,89639;;9,73104;11,5285;6,8353;;30,6;;;15,0;14,4;0,98;33,5046;24,8969;37,8135;25,0738;29,1734;29,2881;28,4904;34,2519;33,1635;34,9211;40,3687;23,441;26,2889;24,5283;9,38211;17,1113;13,3813;5,48861;2,83932;6,7807;15,5647;3,36;13,8761;26,7326;20,9483;4,84185;14,1934;44,4471;30,8065;33,2991;13,3776;3,87064;38,5942;5,14647
07.08.2017 09:00;6,31939;2,25404;1,0755;5,95828;5,48903;11,7461;1,0314;15,1553;9,46536;4,63819;10,5808;64,3781;5,89533;16,602;4,3907;8,84725;27,6;13,9;9,4;33,8;13,1;8,0;15,4;5,3;16,2;40,6;3,2;1,7;2,7;13,3;3,5;6,16;3,9;10,2;19,5;28,2;14,61532;18,3;5,9;11,7;5,78;11,7;22,4076;1,93383;3,99289;4,24634;15,5296;10,6116;25,8556;62,8725;26,9619;21,8933;58,2135;30,0121;32,6655;20,4724;6,23737;23,7909;32,0587;7,05574;26,8439;11,5;4,16;0,956;18,8;4,03;13,09;22,51;12,49;7,84;18,76;59,29;15,16;53,968233;23,61;5,52356;6,80042;12,0737;;8,5;13,7;1,3;2,9;5,99326;5,91392;19,3638;;11,8109;25,3234;5,578;6,6798;;7,3754;5,0653;3,4269;6,0514;8,9204;8,95671;4,11886;;11,6477;;4,1496;;29,1;;;17,0;11,5;0,645;31,2283;17,6509;28,1783;16,6296;22,4389;20,4117;24,8921;35,3332;24,1013;25,9565;25,2108;22,9708;26,0186;22,6551;5,9835;7,56196;9,08041;4,11156;3,29076;4,12673;11,011;2,52;4,84646;12,7795;9,90536;3,0135;6,43764;33,1148;12,156;38,3668;3,75974;3,25397;29,115;5,2171
07.08.2017 10:00;5,17675;1,8164;1,73992;6,53439;2,59342;5,44708;1,14633;5,7838;6,01936;3,06079;6,70422;49,1161;5,70466;5,96491;4,39335;5,88152;21,8;7,2;1,7;41,5;4,7;3,9;8,1;0,3;7,2;25,2;1,6;1,3;2,6;12,7;3,3;6,16;3,2;7,5;11,3;24,1;10,7128;8,3;3,2;5,7;6,19;8,6;11,2144;1,36215;2,82073;1,95898;13,0599;9,01083;28,9742;62,4026;22,8548;19,8581;67,9249;19,5064;30,0758;12,6582;6,2857;18,4522;39,5595;4,26532;15,0039;13,2;4,06;0,5975;13,3;6,53;9,09;24,41;11,29;14,04;16,06;54,19;10,86;44,368666;22,81;2,21951;4,74854;5,90277;;6,0;10,2;1,1;2,9;6,08399;2,81648;21,6438;7,27876;15,7457;15,8324;5,0163;6,0438;;8,728;4,3457;2,8929;3,1289;5,6806;9,22324;3,72551;;12,8859;5,73494;3,6018;;30,2;;;11,0;16,6;0,085;19,4142;11,6005;32,1742;9,38792;17,4236;18,3058;25,9267;44,0221;19,9341;12,4737;16,372;21,6819;16,8128;19,5991;4,3567;6,95437;6,5964;3,13862;3,2196;2,9567;5,7206;2,2;2,27095;4,56619;5,06544;1,81258;5,24002;20,6145;8,1434;38,1619;3,65298;4,05959;28,0814;
07.08.2017 11:00;4,20833;1,88598;1,56943;7,43473;1,57793;3,8548;1,98097;4,2133;7,72063;3,4655;6,803;56,8523;4,02264;4,94571;4,26164;4,18091;18,3;5,7;1,1;37,2;3,3;2,4;10,4;1,4;2,7;37,4;1,4;1,8;2,2;15,9;3,6;8,05;2,6;5,5;8,7;26,2;11,40148;10,5;3,0;4,8;6,65;4,5;18,4037;1,58;2,26147;2,48886;11,4653;8,72403;18,6489;66,0535;20,8419;27,0504;55,4549;14,8753;24,9819;11,4339;5,13053;16,8928;29,4822;4,71344;32,0382;10,9;2,96;0,478;10,0;7,13;7,49;10,31;4,49;7,94;13,26;;7,06;44,669099;17,01;2,41796;3,7707;5,15656;;4,0;7,6;0,6;1,5;6,00181;4,72264;19,8694;5,45982;11,023;14,0867;5,6084;6,1325;;8,8176;4,5296;3,229;3,7753;8,1356;9,56663;3,13012;;14,8535;7,32237;3,538;;28,8;;;8,0;;0,02;15,6248;9,93709;23,7635;7,60604;12,0992;16,3269;14,7208;40,7522;14,6762;10,3986;12,9979;21,5562;9,38261;15,9174;3,6891;5,25269;6,3505;3,4466;3,21694;2,77718;6,3165;1,19;2,17484;3,52839;3,75242;1,69767;5,34607;11,7912;8,95327;43,4635;12,4174;4,82935;23,8113;4,75982
07.08.2017 12:00;8,34828;2,05487;1,12436;7,75403;1,44568;3,11178;1,53535;4,43956;6,66159;3,13887;3,95465;51,3568;3,84684;4,70193;5,41786;5,86081;26,8;6,5;1,4;30,2;2,1;2,3;11,6;0,4;3,7;40,3;1,0;1,2;1,7;14,6;3,1;5,39;2,6;4,7;8,6;25,9;11,49713;13,9;2,5;4,7;6,86;2,7;18,8529;1,13376;3,06876;1,62095;10,5099;7,56462;14,8764;;26,5035;17,3932;43,746;26,8283;20,0506;11,3819;4,60526;13,2632;41,6647;4,50972;36,5134;11,0;2,36;1,3145;11,2;3,93;7,09;7,51;5,99;11,74;20,76;73,39;6,26;38,769531;13,01;2,03522;3,26114;8,41068;;5,2;5,6;0,4;2,0;6,22594;4,18197;15,2731;5,31536;14,3106;13,9066;3,8229;5,3437;;8,1424;4,646;3,6191;3,8509;6,3373;11,2985;2,62455;;13,4505;7,42653;2,9223;;23,4;;;8,0;11,6;0,01;8,94338;7,53222;40,3262;6,8986;7,70807;10,3508;10,6583;36,046;11,8089;6,63942;9,23033;8,68146;5,8401;13,5019;3,14843;4,77044;5,8146;3,98267;3,08788;2,60563;8,95878;0,62;1,61115;3,79402;4,16907;3,60176;4,34265;10,3445;7,44298;25,3685;9,55469;5,35644;25,1745;5,27553
07.08.2017 13:00;8,15555;1,75745;2,54827;6,54635;1,55297;2,88978;1,7231;5,37325;5,66463;3,41558;3,26208;53,1035;3,97271;4,02104;4,75557;4,35246;39,8;11,3;1,3;28,6;2,1;2,9;8,2;;3,2;41,6;1,4;1,0;1,6;13,5;6,7;6,93;2,4;5,2;8,3;25,7;14,38576;13,4;2,5;3,3;3,79;5,2;21,7467;1,41801;3,43045;1,71071;10,0154;7,66924;7,78237;;19,1327;12,9336;39,503;17,2542;14,9296;8,92393;6,0143;15,9289;46,4155;2,45174;10,5319;10,3;2,36;0,717;11,7;7,53;7,29;8,31;9,29;15,54;12,96;53,69;5,86;41,769964;12,31;3,1327;2,84944;9,26152;;3,3;4,8;;4,5;6,50507;3,43257;11,2101;4,59305;15,1081;10,2797;3,4355;4,1032;;7,6866;4,6171;3,185;3,8934;7,7774;9,64184;1,39552;;16,4865;7,74041;3,2724;;24,4;;;7,0;8,4;0,0;7,24807;6,17045;31,8151;6,64579;8,05196;10,5224;8,9317;42,1623;10,8391;6,58259;5,89631;5,86127;5,93198;11,6563;2,94926;4,35989;4,16285;3,17896;3,69228;2,87119;10,4555;0,55;2,32707;2,63621;4,70915;2,18556;5,513;9,11705;8,08618;17,746;6,89913;4,12508;32,5247;4,85223
07.08.2017 14:00;6,92017;2,56261;0,85987;5,85456;1,61776;3,20101;1,80989;4,61376;5,87093;3,01724;4,66794;50,4582;5,41308;4,9643;4,82992;4,90162;40,0;7,9;1,3;21,8;2,6;2,1;14,1;0,5;3,5;39,0;1,1;0,7;1,5;9,7;4,7;4,62;3,1;5,3;11,6;34,2;12,89362;10,2;2,1;4,1;6,9;3,4;15,6598;1,69727;2,91686;2,20942;11,095;9,1845;10,0242;63,2256;8,22957;10,724;51,0584;20,8563;9,17502;6,16574;4,46505;14,8767;32,6978;1,72024;7,37979;14,3;2,96;0,717;13,4;4,53;7,79;7,01;8,19;10,84;12,16;72,39;9,26;34,170397;15,91;3,50055;2,58423;15,7358;;4,3;7,1;0,8;2,7;6,87709;2,40646;19,7998;6,51726;13,8214;14,3554;2,856;5,8494;;9,3964;6,201;3,0027;3,596;7,4262;9,49084;1,67602;;21,1083;7,63154;4,6204;;25,7;;;8,0;9,3;0,0;5,01528;5,47363;32,8571;6,21559;5,9357;11,114;9,93018;57,5963;10,2621;4,23349;6,63783;4,90928;5,04237;12,0923;2,70229;4,55268;3,41929;3,53254;2,60563;3,65776;11,5984;0,55;1,02153;3,93462;5,37164;1,55445;4,04606;6,92144;6,8471;18,702;4,00936;5,86924;35,748;5,37962
07.08.2017 15:00;9,02723;2,43355;1,10152;7,38248;1,7038;2,72248;1,65084;4,69024;7,81347;3,02786;4,78053;61,5622;4,67909;4,17825;5,48638;4,99138;28,7;10,7;1,1;21,0;2,7;2,7;12,9;1,0;3,4;23,1;1,9;;3,7;19,5;8,5;4,48;3,9;7,6;15,2;34,5;13,88838;9,8;2,1;4,6;6,82;3,5;22,56;1,23393;3,41558;3,18879;11,3605;9,8861;7,51682;;6,78229;8,17481;49,8018;21,3631;6,02765;4,79575;3,97059;14,9511;55,5362;1,41376;5,147;11,1;2,56;0,8365;15,3;6,73;8,79;7,61;18,69;13,94;9,46;63,99;8,96;37,77083;13,01;2,75222;2,94685;15,2365;;2,9;6,0;1,0;3,8;8,09872;3,06239;20,4823;8,30711;18,079;14,6709;4,5956;5,5931;;11,5439;5,4221;2,2494;4,2084;7,4703;8,78748;1,91839;;18,7705;7,627;4,3882;;15,4;;;5,0;9,2;0,0;5,76309;5,79124;36,5936;7,85673;10,1235;11,7997;12,7015;38,3919;10,4954;6,22515;6,94605;4,82295;5,85391;11,3127;2,75328;3,11868;3,65245;3,84568;3,56004;3,81072;9,53238;0,55;0,98245;3,92148;5,06694;3,75317;7,71851;8,97365;5,41511;23,9675;5,85391;6,02893;37,1135;4,34183
07.08.2017 16:00;11,3988;2,51322;0,9406;7,24248;1,70593;3,87392;1,5719;4,42203;7,64421;3,24934;3,98546;61,4647;5,13956;5,11672;6,92091;5,26119;30,1;9,9;1,3;31,1;2,2;2,6;15,9;1,5;0,9;12,5;2,8;0,0;3,7;30,1;9,4;5,88;3,6;8,6;9,2;22,3;15,95442;9,1;2,6;5,6;6,61;4,0;21,5732;1,51871;2,44789;1,82384;11,3222;10,713;5,49381;63,2065;6,56984;6,94003;40,8196;14,2528;6,24753;4,465;1,6884;11,8929;43,8409;2,68756;3,8548;7,6;2,96;0,956;11,4;8,43;8,29;5,81;7,59;14,04;11,36;62,49;10,96;41,671262;13,81;2,71557;2,86489;20,0972;;3,8;6,6;1,2;4,1;7,39905;2,95616;15,7411;9,46812;15,5161;26,8185;3,4936;5,9489;;7,9967;5,3548;4,7105;5,3287;10,3706;10,3015;1,78493;;28,0547;8,13928;4,6754;;16,8;;;4,0;5,1;0,0;6,42273;4,94199;44,2851;7,50991;8,50309;12,8577;12,7111;72,9072;10,1799;4,87985;6,97001;4,17374;7,57789;9,20203;3,05547;3,45169;2,8765;4,27503;4,68334;4,38273;11,0986;0,55;1,0913;4,64354;5,1704;6,96306;9,76004;10,4002;5,86441;33,0781;5,82629;6,72163;40,3772;4,43478
07.08.2017 17:00;12,3022;2,95723;1,25608;8,38363;2,54349;4,84745;1,7493;5,0822;6,93752;3,31466;5,28084;62,3593;4,96536;6,0876;6,51949;5,02484;49,7;16,4;2,0;27,8;3,9;2,3;13,4;0,9;2,4;7,3;1,0;1,2;5,0;24,2;7,6;5,6;3,7;8,2;16,5;46,6;12,41537;12,7;4,6;6,3;7,18;3,9;22,4681;1,52296;3,27802;2,21314;11,4306;10,2886;6,81097;70,4397;6,05573;9,94334;53,7952;15,6905;7,34587;8,5658;2,40593;9,55074;41,9786;2,35223;4,56437;7,0;2,86;0,956;11,3;12,13;8,39;8,71;4,69;12,74;12,16;87,49;12,56;39,371695;11,31;4,88516;2,86208;14,6491;;2,8;8,8;1,0;3,5;6,70228;2,92217;13,6272;6,99473;12,1935;19,2752;2,3913;5,032;;13,7953;5,1637;2,3577;5,6331;9,4029;9,52738;1,32728;;27,6914;10,4841;6,8528;;14,3;;;4,0;5,0;0,015;6,675;4,5973;51,709;7,53434;10,8458;14,6757;13,7287;73,2461;9,02056;8,06811;7,92099;3,69126;6,01961;14,4329;3,73452;2,3337;3,43682;4,4105;3,33856;4,4215;5,77636;0,55;1,65664;6,59097;4,05739;2,43269;8,41525;8,2933;7,37652;26,3936;3,91588;6,20574;37,6504;4,7646
07.08.2017 18:00;10,747;3,64608;2,07346;9,20351;2,97635;6,24852;2,17072;6,71802;11,0204;3,35928;5,78168;63,0355;5,241;5,31589;9,19997;6,66916;58,0;21,2;1,8;7,6;4,7;2,3;16,2;1,9;3,9;17,5;1,0;4,0;5,8;19,7;6,6;7,98;6,1;9,3;19,7;47,1;17,92481;9,1;3,3;7,2;8,47;6,5;20,6039;1,74518;4,36839;2,68955;11,167;10,5792;6,31013;60,2115;9,41766;11,1091;39,6161;14,6616;7,63108;9,56984;1,97414;10,3479;38,7748;3,83452;3,7734;4,8;3,06;3,2265;15,3;7,73;9,09;15,21;3,99;11,64;14,96;75,79;41,16;60,872128;13,71;4,84904;3,97816;20,3936;;4,0;9,8;1,4;7,4;6,7981;2,74691;13,2799;9,48405;10,192;16,8939;2,9071;4,437;;7,3983;5,9539;;6,6612;9,5645;10,2252;2,63146;;22,5511;12,7258;6,1429;;15,0;;;7,0;5,8;0,0;6,25968;3,56429;50,6515;8,86584;9,09103;14,0086;19,1625;71,2257;9,61561;9,03154;8,98852;3,44367;6,19063;14,7474;4,22871;2,72832;3,18454;4,34796;2,73841;7,36439;5,21817;0,55;2,21461;5,99617;4,09009;6,05005;8,65826;9,49752;7,46154;19,419;4,50701;8,31071;34,8042;4,12939
07.08.2017 19:00;11,8674;4,4369;3,13143;11,0441;4,51922;8,60188;2,68217;9,28542;13,8263;3,87127;7,13548;75,9655;5,02006;8,37031;15,3241;10,2887;68,1;30,0;1,9;28,4;7,5;2,5;29,8;7,0;4,3;27,7;1,1;6,5;4,7;17,8;12,5;16,59;23,9;18,2;21,6;42,3;15,17009;14,4;31,3;12,9;11,37;16,9;23,1186;2,12248;9,02836;5,99943;12,2996;18,2888;8,26037;63,83;12,0791;12,0216;41,7204;19,0716;9,54839;12,5986;2,36132;9,68299;39,7977;6,7904;4,37654;6,3;2,76;4,4215;32,1;10,33;13,39;26,71;7,49;20,74;21,46;96,79;25,16;62,37256;18,91;7,30756;6,68517;15,4495;;1,6;6,8;2,2;10,4;6,57503;3,73318;17,5479;12,1396;9,74461;19,3176;2,7001;8,505;;6,9364;6,298;4,1037;7,5485;;21,0998;4,6823;;24,0617;16,7252;3,4849;;14,7;;;8,0;7,3;0,11;7,9178;3,92757;55,7316;12,9798;17,1039;20,3038;19,9751;79,8818;10,8026;9,6147;9,68375;3,60703;6,8901;16,2223;4,64669;5,14753;4,24836;7,03008;3,82772;8,69907;9,20894;0,55;5,37132;13,5049;4,94692;24,1991;15,1394;11,5287;12,1917;12,6606;7,68412;15,1161;43,2409;6,24162
07.08.2017 20:00;14,9488;4,02848;2,77452;15,6413;5,59313;12,4731;3,13509;13,7797;20,0774;5,11301;15,6598;99,791;11,0391;15,5971;14,5206;20,8939;82,9;65,4;3,6;54,9;17,1;5,4;93,1;20,0;7,3;48,0;1,8;21,1;4,6;28,0;14,6;21,21;;23,5;36,3;44,4;35,84962;30,0;30,1;35,4;19,53;29,4;36,234;3,57857;6,25702;20,8461;17,6137;22,5807;9,14945;62,9149;21,4973;25,8034;41,7321;52,6241;14,8823;28,1657;3,5287;18,7724;51,6996;10,1924;6,42268;6,7;4,16;6,8115;42,0;7,33;32,99;47,91;26,79;46,24;37,16;79,59;54,96;75,272993;24,91;9,66835;11,5966;16,3317;;2,6;28,7;2,1;50,7;7,78226;2,73044;23,9876;18,5135;11,1265;18,7466;3,7345;27,381;;24,5895;8,6492;12,1484;20,3572;12,7602;16,5838;15,1428;;29,7508;18,6213;4,2883;;14,3;;;12,0;12,9;0,16;9,86751;4,57021;59,8366;23,4013;19,2815;26,913;29,5016;86,203;14,0437;12,308;13,5189;4,59928;10,1432;19,1954;5,22631;10,2265;6,1816;25,9794;4,74442;11,942;15,9068;0,62;11,4649;25,5574;6,65038;32,8849;32,4097;40,7352;35,5524;17,5564;28,7719;33,3917;79,5546;9,30613
07.08.2017 21:00;17,3611;5,40565;2,52809;17,9728;9,96789;13,6501;8,87731;16,9467;17,4529;8,78352;30,8517;89,4556;8,6757;18,292;12,8587;13,2316;87,8;60,7;7,0;60,0;40,7;28,7;86,3;36,6;7,9;53,3;1,5;43,6;4,1;33,2;13,3;24,36;;28,8;37,8;55,2;41,72253;39,4;26,0;47,7;16,37;32,5;56,856;2,23353;16,7884;16,533;20,1637;15,4798;15,5807;64,6399;22,7832;31,8129;47,9848;41,268;25,921;41,6348;3,73584;27,2904;40,4324;13,3868;8,91789;8,8;4,16;2,7485;30,9;9,13;61,39;69,81;33,79;48,14;40,86;109,29;76,06;76,773426;35,01;9,29551;20,6893;18,7456;;14,4;47,9;1,8;46,9;7,13769;3,00609;26,2257;16,8075;9,705;19,4195;4,1098;47,2775;;49,1444;15,3647;10,9813;21,7125;35,1073;15,2214;16,2918;;27,3903;11,4731;15,7854;;24,5;;;22,0;13,5;4,435;15,6333;5,72485;37,6892;28,1016;27,1217;26,5035;22,1017;62,8841;12,7395;17,7226;10,3099;5,71396;10,2316;20,418;6,59534;22,2992;5,31483;30,0139;14,0978;17,3116;27,3103;0,96;17,5674;31,1872;10,7051;19,2483;28,0374;64,7823;44,8706;14,2402;33,0845;43,8312;88,55;7,19549
07.08.2017 22:00;16,0895;2,3746;2,56527;18,2845;15,4638;15,296;11,7523;17,7237;19,522;11,4322;21,0495;56,7673;6,12159;13,4042;10,8793;16,7093;89,0;50,0;6,6;44,5;16,7;32,2;90,8;28,6;9,4;59,9;1,6;38,3;4,1;39,1;10,8;26,53;27,0;24,2;31,6;44,5;30,37844;36,6;26,7;46,2;10,73;16,5;30,7104;3,05214;10,5968;19,1821;19,0547;10,0604;18,4752;60,697;23,7858;36,8165;45,6814;18,9038;25,2645;33,6018;3,841;35,8482;41,5986;11,7071;29,9881;9,5;5,86;3,4655;28,9;18,03;54,19;66,81;32,99;37,44;31,26;91,69;71,96;66,473859;32,61;8,02828;17,0105;23,524;;6,3;58,9;1,9;42,0;6,34891;1,8403;32,9055;10,3673;3,96892;9,70234;5,1529;51,2157;;55,4251;31,4044;52,2386;17,6238;57,8651;12,8401;11,6978;;21,3015;14,3379;19,0668;;28,2;;;27,0;24,3;5,625;14,9885;5,99465;40,5779;23,3275;32,0727;23,2515;22,9674;68,4087;12,4433;22,3449;12,1889;9,13183;10,6552;14,6475;7,26879;20,3054;4,38485;26,7923;10,3503;14,7978;54,5903;1,15;18,4442;28,2701;20,2753;23,309;32,6449;50,3318;37,541;16,2169;25,2453;23,8893;88,9441;8,6927
