Nr;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147
21.08.2019 07:00;10,5712;13,0627;9,90674;10,7104;10,757;12,855;20,964;7,32664;9,11388;4,36998;9,15317;43,6094;6,61499;13,4364;6,92144;15,6109;48,2;20,3;17,8;14,8;7,472735;6,6;7;22,6;4,372735;7,9;10,1;36,1;3,1;11,8;3,826;29;5,4;10,17;28,28;3,8;9,6;11,1;32,8;30,4;4;17,8;13;13,4;26,1562;8,53472;11,7495;8,87487;12,2857;11,3349;19,8142;11,2282;44,702;19,0302;19,0929;24,8571;27,8148;11,3982;12,7946;2,1;32,8388;28,0271;13,1642;11,6069;4,528;5,76;1,73;16,25;14,2;9,31;25,1;10,82;29,52;23,44;69,86;15,26;28,86;19,8;11,5141;7,99604;5,26786;5,29946;20,5;4,1;11;4,50753;2,29281;12,6718;10,3094;12,8727;49,8395;17,5229;18,6056;23,2206;23,5854;23,9717;;10,815;11,0141;39,5964;12,9762;18,6585;20,3494;15,4738;11,7363;20,2;4,9;13;33,837;8,50734;53,2115;8,27007;7,66211;6,27508;12,1539;45,6458;11,3449;9,77191;16,2504;7,11807;5,43061;8,7517;7,98791;8,97896;12,0105;4,74445;4,65572;1,47065;8,03677;9,9116;1,47824;23,4799;3,1543;15,1322;10,3323;4,46882;11,8198;41,4086;34,8016;37,2744;36,9181;25,9898;13,2751;18,8316;8,21843;29,7475;7,34739
21.08.2019 08:00;9,12502;9,9424;9,62337;18,5416;;10,9037;24,608;6,98802;11,2453;3,55313;9,30719;46,6762;5,44389;15,856;11,4492;17,6743;40,8;34,2;14,7;9,8;8,765918;5,7;11,7;24,1;3,972735;5;11,1;48,8;3,8;9,2;3,19471;15,2;4,1;9,54;34,72;2,3;9,6;10,4;32,8;21,3;4,1;17,2;16,3;10;22,9429;7,39111;10,8065;5,26703;15,7628;10,2869;22,3831;9,56744;43,8002;23,9436;20,8987;25,8556;20,1796;14,4568;12,1941;2,2;25,3119;24,4971;13,695;11,5437;4,648;3,86;1,53;16,35;16,5;9,61;23,8;9,42;21,22;15,94;79,86;18,46;24,96;23,4;7,60764;8,31524;5,8165;6,80876;26,9;3,6;8;2,12615;2,86694;11,0487;9,30188;11,3957;38,2018;11,2792;12,6856;21,5254;22,1017;24,7597;13,4333;10,3726;9,45819;54,6618;17,3866;11,4876;16,1921;14,6685;12,5822;11,4;6,6;10;43,0686;10,3407;47,5838;6,06727;11,2496;7,92524;15,4091;28,8515;10,9735;17,8453;16,7242;9,67273;7,07015;8,46602;5,625;11,6855;23,5468;4,62347;4,72954;2,17915;10,5935;10,602;1,56129;31,4274;2,91747;12,7467;13,0774;4,92707;12,8135;39,1509;29,9913;44,7111;35,3555;26,0197;12,9092;12,1842;16,0474;22,4772;10,0667
21.08.2019 09:00;6,37546;7,75635;12,6542;15,3172;12,8805;13,9969;22,4007;6,22835;12,6882;3,24774;8,44201;58,4275;7,67402;19,1851;10,2876;13,0223;23,5;18,6;10,5;16;7,119326;5,2;9,4;21,9;3,572735;8,4;10,7;50,6;4;12,9;3,21384;10,3;3,9;7,56;29,12;2;6;12,8;34,7;20,6;4,5;18,6;17,5;7,4;10,2163;7,18528;9,45224;4,5341;13,2459;9,27815;13,7712;6,19222;45,2257;21,1048;20,1966;27,0941;8,48822;13,8089;13,3274;1,4;29,7435;44,1545;13,9641;5,22348;3,237;2,96;1,33;17,45;18,6;11,01;21,7;14,92;15,62;16,64;74,56;19,26;28,96;23,3;9,04854;7,92418;6,2228;7,79196;24,4;4,5;4,3;1,13312;2,73363;12,0557;6,1593;8,70793;36,5845;7,99853;16,6846;18,8863;18,9833;23,723;13,0781;7,68361;6,22894;42,3065;17,102;17,1245;21,0773;12,9319;11,4652;14;5,9;6;46,7013;10,2584;53,16;7,21621;8,81631;10,0561;16,7486;19,2428;10,5358;10,6759;8,67198;12,3291;9,67791;6,48513;5,80611;10,0279;18,9028;5,68147;4,13736;2,23704;9,38473;8,45051;1,76942;21,3314;2,558;10,0695;11,5205;6,66493;7,1633;18,3074;29,0568;28,7395;39,9895;15,0353;17,6706;5,7036;11,6337;16,6227;11,7986
21.08.2019 10:00;3,95625;7,87532;15,1799;9,3295;16,7783;8,954;19,2214;4,76411;8,99787;3,45647;7,85195;59,6231;5,61172;16,1369;11,5644;5,08273;25,4;17,7;9,4;13,7;5,572735;6,3;6,6;18,7;3,405694;7,4;8;44,3;3,2;9,2;3,30949;8,9;4,6;7,2;22,82;2,5;3,7;8,6;30,1;19;5,3;15,9;12,6;6,1;8,5577;5,96306;9,32211;3,80966;37,0572;14,1537;10,5946;7,86098;46,2088;19,1423;22,3268;73,9662;7,62463;13,2555;13,5346;1,7;46,9224;48,3553;9,59065;9,54885;3,62;2,56;1,13;17,35;12,6;10,21;18;7,62;20,02;19,54;67,76;13,86;21,36;17,4;14,8568;8,58659;6,52606;12,1798;18,1;3,7;3,6;2,68048;3,57172;11,4247;4,97279;8,10847;39,2465;9,39536;14,4802;12,2988;13,0303;13,1092;9,38254;9,60201;5,73687;27,7661;10,5597;9,78738;17,2131;8,61913;7,89325;13,6;7;6;44,821;13,7096;51,641;8,23966;7,49599;7,37607;15,1977;16,5546;8,67657;8,12972;8,35172;20,2284;8,34143;6,89292;5,3536;10,0816;21,297;3,52782;3,30351;1,33628;8,07076;7,03006;1,19208;19,5362;2,19757;10,0627;9,02113;4,7978;6,34847;14,2853;18,1876;24,7158;37,5326;10,8509;12,1816;3,76345;6,48111;12,6304;4,56118
21.08.2019 11:00;3,78098;5,74131;9,37976;8,74103;10,8734;7,38776;13,8593;3,26829;12,2222;2,61785;6,21453;64,2437;6,20619;13,512;8,34907;5,99571;26,2;16,4;5,4;21,4;5,579551;7;7,8;15,2;2,865918;5,2;5,2;44,6;2,4;7,4;2,79298;7,9;4,4;12,24;16,24;2,9;3,9;8,3;32,2;17,9;2,9;11,5;16,9;7,2;9,51633;3,01722;11,6125;4,44009;14,8424;10,6586;8,4914;8,18761;50,5395;26,4796;10,1623;36,8256;10,0019;14,6619;11,8616;2,5;26,6673;36,3899;7,19137;8,22585;2,695;2,26;1,23;10,95;13,2;7,41;16,1;6,32;16,12;20,14;76,26;12,66;17,86;16,6;13,8684;7,52725;6,70877;8,78571;12,1;3,6;5,6;2,5371;4,22233;10,9927;5,71263;8,48841;41,0814;10,7523;7,53996;8,13322;6,80527;10,4994;8,03253;6,77335;5,39838;17,8313;11,7445;19,2771;22,53;11,8702;4,85264;13,8;6,7;6;50,1465;12,1842;49,0747;6,24109;8,41854;8,58116;10,7975;16,9476;11,6323;7,18753;8,65353;23,8616;8,34854;6,34062;4,72901;8,73943;20,0503;16,6089;3,10328;0,79826;6,61552;6,9982;0,89607;14,0031;1,81026;9,54904;7,49696;4,10154;5,32715;10,5128;12,5173;17,3673;41,4208;11,6669;12,0424;3,34547;3,60844;10,5245;3,30617
21.08.2019 12:00;5,26384;5,54055;7,72359;4,1756;5,3621;5,01475;12,1577;3,91911;12,4275;1,81852;3,28864;65,5028;4,25364;13,2603;7,10096;7,62835;28,3;15,8;4,5;5,7;5,879551;4,6;8,8;14,5;2,272735;3,4;4,7;43,1;1,7;7,3;2,62081;15,8;10,2;9,9;16,66;2,3;6,5;10,7;25,7;19,3;6,1;11,9;18,6;10,3;10,1065;2,4075;11,9802;5,20808;4,80656;7,3249;8,60984;6,09609;55,5633;25,402;6,85337;33,1881;11,3573;15,9732;5,65628;3,1;11,8116;17,2751;9,74152;9,82768;2,321;1,36;;10,15;11;4,21;13,9;5,22;10,32;19,14;71,76;9,86;13,76;12,9;10,1628;11,6518;5,68054;4,96808;8,6;2,1;5,7;4,20644;5,37591;9,76878;14,3751;9,24451;41,5085;9,07085;9,76764;10,5316;12,4779;10,5828;5,66946;6,39592;;21,7072;8,18828;5,15766;24,1774;17,4742;6,15508;18;7,1;8;47,7887;12,9963;41,6896;4,9866;7,91389;7,9656;15,5377;16,5515;13,3542;8,83716;10,3779;31,9796;9,57275;7,61332;4,1023;9,08306;18,0879;4,4508;2,82297;1,47224;4,44168;4,7152;0,62663;7,82213;2,31629;10,7103;6,2595;5,39187;4,79139;7,2024;9,94787;9,57965;29,5165;6,0584;10,747;2,79364;7,56487;10,1272;2,54668
21.08.2019 13:00;5,72219;6,36643;7,04772;5,9033;4,52294;6,19435;10,363;4,08309;11,8646;1,88757;2,4771;41,4379;5,81131;9,38415;7,32721;5,63881;25,5;12,2;6,1;6,3;6,519326;3,3;6,8;12,2;2,132959;3,3;4,1;53,6;1,5;6,9;3,29036;13,7;6,5;7,56;18,34;2,1;8,2;10,7;34;17,9;3,6;11,2;13,4;10;9,07297;2,24389;12,5059;4,24411;4,53834;8,49794;8,94072;7,30118;50,6547;25,4439;10,0108;44,198;11,7997;18,5666;5,55;4,4;9,50977;9,69059;11,0596;10,5309;2,893;1,26;1,13;10,85;11,8;5,11;14,6;4,92;9,82;18,94;64,56;10,36;16,86;14,7;6,45247;6,54644;6,62538;8,82778;9,4;1,5;3,9;3,49358;5,37166;9,73314;7,11689;8,03622;36,6079;7,37766;5,95873;8,76526;9,25333;9,39276;6,68777;6,48502;3,75798;25,851;6,26426;8,33537;13,698;11,6348;5,7847;14,5;6,6;6;52,7159;17,9298;49,1395;5,87621;9,49343;8,98374;14,3273;16,9419;20,1409;12,1088;13,9895;16,3795;9,08944;9,50025;2,8765;8,74687;10,7662;4,19274;4,87909;2,41124;4,15078;4,2372;0,72084;5,18957;2,32996;9,12936;5,92187;5,7545;4,83105;9,78519;10,1961;9,42563;29,7029;5,79874;7,61348;2,95829;13,7775;12,6792;2,27369
21.08.2019 14:00;3,34388;6,9241;6,287;4,67218;5,65527;6,49761;14,1143;4,1452;6,41508;1,35911;3,25412;46,0968;4,2935;9,27733;7,88541;6,07485;27;10,7;4,7;5,2;5,332959;3,1;5;13;2,626143;3,7;4,4;43,6;1,6;5,9;3,38601;8,1;6,1;5,58;18,9;2,2;7,7;10;22;14,3;3,6;12,3;18,7;9,3;10,7646;2,34194;13,2057;7,9895;4,68228;6,7523;8,47441;5,82629;62,7736;27,3246;16,755;42,5324;12,1295;16,7645;9,15611;2,4;8,68814;13,824;7,71147;8,96197;2,643;1,16;1,43;10,25;10,2;5,41;11,8;5,82;7,42;25,74;65,16;9,66;13,16;10,8;16,6031;5,96576;6,87288;7,79433;8,5;1,2;2,7;2,63708;6,66226;8,69057;9,9748;8,31354;38,7435;7,50513;5,47443;13,5647;10,9578;12,8271;10,1194;6,97448;4,70226;28,9246;13,5076;3,05008;17,5128;11,7697;10,7186;17,3;5,5;10;52,1235;16,7932;48,6942;6,44344;8,19197;8,64012;14,9046;21,3225;17,056;10,5574;10,7465;14,353;11,1586;11,4159;3,91323;10,4209;9,31834;4,23111;5,16718;1,9991;6,24867;4,08;0,84224;4,32374;3,12139;8,58724;5,84948;2,08408;5,10725;10,4369;11,8083;10,1145;37,3063;4,35066;4,9404;2,26413;8,41947;11,7312;1,82118
21.08.2019 15:00;2,407;6,89064;6,65388;10,8049;5,87303;5,09867;11,497;5,04966;6,69909;1,24121;3,56216;48,2334;2,29334;10,9555;5,82629;5,35148;23,7;9,7;5,5;14,4;5,586367;3,5;5,4;13,5;1,932959;4;4,3;47,5;1,5;3,9;4,5912;8,1;6,8;6,12;22,82;3,9;6,4;7,4;19,7;16,1;3,6;15,7;16,5;10,3;16,9619;2,28194;13,0293;4,8347;4,8841;6,82477;11,907;5,70785;50,882;28,6076;13,9151;38,718;10,5686;15,6125;8,82717;2;10,9863;18,2733;10,9214;9,29391;2,458;2,36;1,43;12,35;12,3;4,81;15,5;7,82;8,62;22,74;70,26;13,36;17,16;11,9;18,0716;7,27272;8,09284;11,0023;11,9;1,3;2,5;2,43358;3,53773;7,94436;17,2893;8,42468;45,2995;9,2578;18,9478;34,2427;12,8778;20,3043;8,09186;4,6755;4,30106;14,9644;13,5356;2,37979;;12,6296;12,7911;16,8;7,4;9;58,729;17,5001;57,0732;6,79822;8,58153;8,76546;15,2344;16,9132;12,4303;11,1406;13,973;22,6884;11,551;9,66319;5,16187;7,4961;7,90665;8,27124;4,48576;2,45373;7,62835;6,10034;0,63555;2,95861;2,83794;7,40634;6,05151;1,8563;10,8092;11,9272;13,5092;8,35438;40,9045;5,39257;9,14573;2,62741;7,01056;11,9208;1,68087
21.08.2019 16:00;3,62643;5,95163;5,63269;6,71909;3,78948;4,43;10,9823;5,48062;6,79229;1,22421;4,38698;52,5779;4,62863;13,2775;4,44806;5,27181;25,6;9,6;4,6;5,7;3,686367;3,4;3,2;12,8;2,086367;5,9;6,7;44,8;1,6;5;5,75813;8,1;3,1;4,77;22,82;2,7;8;8,6;28,8;13,5;3,9;13,1;23,6;14,7;16,3354;2,30694;12,688;5,50762;4,99616;6,83696;8,67251;6,15452;66,6433;29,8652;15,3194;47,0729;9,20469;15,185;10,9418;1,7;12,6784;17,9497;8,82391;8,8021;2,457;2,56;1,03;14,35;17,2;4,81;18,2;11,12;13,12;22,14;85,06;11,56;17,56;13,5;7,99906;7,46762;7,40771;7,79588;10,7;1,4;3,5;1,78443;3,18242;8,89558;16,0597;8,91829;37,2049;12,9565;14,7793;19,6475;11,1256;27,0434;9,9257;5,25688;4,02527;12,9351;9,32641;2,45502;20,7;9,18878;11,195;14,8;6,8;8;54,9619;17,9027;65,6028;6,16195;9,03367;8,66083;14,3825;12,9288;12,5614;8,93382;13,973;30,0774;12,1731;8,24975;5,68926;6,73343;9,46174;3,62836;4,89419;0,85084;12,3919;9,46174;0,69391;2,8021;2,10997;5,52441;6,13552;1,89389;13,9511;13,7218;11,2045;11,9049;33,588;5,29646;14,2757;2,56792;6,46417;12,6771;1,49147
21.08.2019 17:00;3,09956;7,26507;5,36766;4,25845;3,74008;4,44221;11,4188;3,82799;6,96587;4,44115;4,88463;57,5837;3,82825;9,00731;6,11681;6,08282;38;13,8;2,5;6,2;4,793184;3,7;3,2;15,3;3,639775;4,7;5,4;45,5;1,7;5,9;5,31814;7;4,2;4,23;18,62;2,7;11,7;13;31,5;17,6;6;15,2;27,6;13,2;12,6011;2,50611;12,4026;4,83895;4,07203;8,33771;5,32386;11,9537;63,8959;40,3328;16,9324;48,7571;8,5801;21,0761;11,0161;2,7;11,6236;19,8941;11,7525;10,5372;3,498;4,76;1,03;23,15;12,3;7,61;15,8;10,52;12,02;22,04;105,36;12,96;19,56;15,9;9,34118;4,8462;5,01665;5,03968;9,1;2,4;3,9;2,2309;4,56278;7,28631;7,34898;7,65566;44,2458;11,856;11,9094;8,72879;8,70773;13,9191;6,68053;4,70098;4,65656;10,8706;12,0433;1,5219;16,9347;8,2615;;17,5;9;10;56,6822;16,389;63,668;6,97508;8,39326;11,7684;18,1332;18,8359;14,0899;8,33844;14,7373;26,1523;20,3697;11,4204;6,26552;8,60081;13,794;5,08788;6,56082;2,04425;8,07608;8,44201;1,19287;3,53185;2,32636;5,53256;5,97854;2,65731;11,9053;13,9114;13,3328;10,7417;32,444;4,52707;13,7967;2,26413;6,0879;15,2121;1,53175
21.08.2019 18:00;4,26801;9,99073;7,62972;4,59252;6,20603;4,64828;15,7864;9,3917;7,32168;3,41982;5,09492;65,299;5,69032;9,43393;5,26066;9,22009;28,7;10,9;4,1;10,1;5,193184;5,3;12,9;30;4,139775;4,5;5,4;60,7;3,3;5,3;5,12684;7,2;3,3;4,05;13,3;3;10,6;14,3;23,7;19,5;5,8;13,9;22,6;13,2;11,8523;4,40028;12,146;6,28995;6,93259;9,50247;8,64702;14,2784;66,0736;36,2747;15,1691;44,8683;9,66357;22,8681;17,2387;2,8;10,9061;18,5125;6,32681;11,9744;3,62;6,96;1,43;29,25;20,3;10,21;33,1;11,02;11,52;29,94;76,56;21,16;14,06;24,6;8,6433;5,41851;6,57811;8,67045;11,1;2,2;8,9;2,58676;5,64571;5,89427;4,54259;8,24954;47,4612;10,5355;7,58477;12,4965;11,2126;19,9533;13,142;5,57622;4,40415;13,5749;13,3125;1,91729;13,5608;10,0762;8,36459;16;7,9;15;52,5843;20,2348;52,5465;7,86682;9,19337;11,464;12,445;15,2509;10,6889;9,62904;15,0549;29,9839;15,2838;10,8931;8,3241;10,0476;15,8494;9,17552;8,38465;3,72362;7,3782;8,81326;2,32706;5,4265;2,65699;6,12385;5,78667;4,56487;5,16081;8,52593;11,2836;13,9225;42,9175;5,88292;13,0653;3,65936;5,76848;17,1995;1,44462
21.08.2019 19:00;11,9367;23,7332;12,5074;7,44936;15,3964;5,5294;27,0165;10,4897;9,44556;2,46223;8,88913;71,2422;5,79814;16,7764;7,32137;16,3136;47,9;14,1;5,9;9,2;6,193184;10,2;37,6;41,2;6,093184;9,9;34,6;78,7;5,2;6,8;4,30425;9;5,2;8,82;11,76;5,8;11,7;11,7;22,9;18,4;6,7;23;17,5;16,9;13,6368;4,51167;15,963;20,8275;13,793;13,5831;16,8808;10,7125;68,993;30,7795;13,3436;39,9008;11,9192;23,3896;15,0408;4,2;13,4342;26,9278;8,0754;10,5973;3,393;12,56;2,73;33,05;23,5;26,71;28,1;10,02;10,42;46,04;100,36;28,96;40,26;33,6;9,56797;8,28371;10,0372;10,8895;17,1;2,1;26,8;3,54697;6,18798;9,36668;5,96013;8,65408;49,0964;13,2575;13,5909;17,8961;13,9384;35,9036;8,99415;9,92838;12,613;23,0798;14,3296;2,1416;16,4685;12,4613;14,3677;25,9;12,2;19;46,4471;19,6755;58,7457;9,42935;10,1151;13,2751;15,3868;18,8899;11,5316;11,6775;12,103;17,1216;19,1014;13,181;7,50141;11,7731;23,9287;7,55459;8,66189;4,98235;15,9498;12,6967;2,48464;7,70485;3,1897;10,9241;7,01863;7,04856;7,20024;13,3404;12,2772;27,1122;47,0161;11,4929;14,8387;6,95224;10,2599;28,1627;2,50206
21.08.2019 20:00;15,4628;10,695;19,7009;17,9404;21,4706;17,3036;80,2493;16,3109;15,6599;1,79409;27,1458;76,7806;9,22699;28,8849;17,2377;44,8231;75;51,4;16,9;25,3;12,386367;22,3;36,4;60,8;8,539775;23,2;68,9;78,5;4,8;16,5;3,38601;13,3;12,4;24,75;12,74;18,5;16;16,4;34,3;42,9;8,7;31,2;20;28,3;46,7909;25,2256;14,4973;30,2393;26,1524;48,3135;56,0763;9,07403;70,3743;26,9374;11,7747;32,7579;21,4803;23,0093;11,687;9,7;17,0266;27,6074;8,65861;6,93525;4,899;11,36;4,13;27,65;17,5;34,41;29,2;10,82;43,72;62,64;71,86;20,26;38,36;28;10,9956;11,2722;17,5551;13,7261;35,2;2;11,7;3,67329;4,83683;10,1485;5,05116;9,50694;40,7957;10,4979;17,5143;29,588;29,4549;47,0052;17,6997;9,66931;8,96294;25,2973;17,4549;10,5768;19,4424;28,4235;16,4475;45,1;10,3;28;45,6812;17,9308;64,2076;12,6245;10,4683;25,0621;23,9844;11,5389;11,5777;15,9726;16,7162;23,5531;23,4066;25,7835;8,05642;10,7327;38,8386;7,28878;8,69854;4,65041;30,0646;34,9753;2,09761;15,6524;7,00483;19,1783;11,9995;16,109;23,6104;31,6399;16,7278;34,1579;74,1888;21,5209;33,5009;11,2192;26,526;31,5884;7,62835
21.08.2019 21:00;15,7575;7,84239;24,1777;20,3336;24,0273;22,9243;61,4432;16,8392;35,9003;1,88226;26,3527;71,8294;10,7146;53,7331;17,8437;57,4551;77,1;66,4;22,6;48,3;16,479551;23,7;32,1;72,8;10,386367;12,4;57,9;60,5;5;25,1;3,15645;15,4;13,5;28,71;14,7;22;27,7;30,4;37,5;41,4;13,1;34;22,2;48,2;67,6572;23,3511;12,0999;13,3169;41,0379;61,2708;58,7186;10,8596;69,2537;19,4822;9,97267;30,0099;8,19558;24,5618;12,0109;9,3;16,5279;22,2933;8,89436;5,56445;8,1;7,76;4,33;24,05;17,9;38,91;36,8;15,62;69,42;54,44;79,66;26,16;49,36;35,4;14,6719;12,8734;18,9472;15,5467;51,1;1,8;16,9;3,0592;4,08159;9,15582;6,13964;9,08066;30,5352;8,0936;20,416;40,0141;22,2075;50,2593;18,4908;6,56088;50,4463;35,4505;12,8246;18,1135;18,8466;21,8677;13,3862;;13,5;35;36,9284;15,936;50,5273;13,8789;19,6406;35,5377;28,1261;13,5343;25,2585;18,9931;20,0718;23,3994;23,0593;30,7658;7,17584;17,5628;24,5411;7,9771;11,8969;3,78735;29,7539;56,2314;1,479;21,676;17,2832;15,9376;15,1333;21,9457;47,6514;39,998;22,9421;38,8253;73,3783;21,9513;66,1956;7,52425;47,3947;24,9077;6,85824
21.08.2019 22:00;25,1237;7,43237;24,4744;11,301;22,7346;19,6352;50,8125;14,1892;27,8342;2,8611;26,4706;64,7179;10,2165;55,5034;19,76;49,3625;63,9;53,2;28,6;39,9;15,972735;28,4;32,5;71,9;11,970489;11,7;48,9;53,1;6,7;32,7;3,99817;16,2;11,7;20,43;15,54;24,7;31,1;49,5;55,8;34,7;13,4;34,5;24,2;39,9;35,082;12,9392;12,0198;10,9214;28,2838;49,3442;46,4993;13,5518;54,2881;15,5552;8,27152;21,5578;5,1454;19,768;12,8078;8,2;13,363;18,2118;7,20521;3,16702;7,275;6,36;4,93;24,85;38,9;35,11;37,7;30,32;66,92;38,84;67,46;30,36;50,26;37,9;20,0479;16,9758;10,9768;15,4695;32,6;2,1;11,8;2,76738;5,13213;11,5782;6,31119;13,7515;25,0865;7,47911;23,6418;33,0748;34,0277;49,3382;30,7005;5,2915;57,0834;25,7065;50,6467;22,6865;16,6997;17,5326;13,3719;;11,1;28;23,3678;13,1678;48,1914;15,032;23,9066;40,9258;18,2357;16,0874;31,1707;16,2313;27,7426;20,1241;24,0099;30,1346;9,02623;8,90886;15,9801;8,81078;9,99604;3,10275;23,8379;44,2835;1,07627;20,2498;13,12;32,8961;14,1756;21,2027;32,8132;42,4368;23,1056;29,1915;50,3325;22,1888;52,0075;6,82531;18,4871;19,3303;5,28084
21.08.2019 23:00;20,4191;9,0188;24,9558;7,41325;13,9486;16,8984;45,1875;11,2012;31,4576;7,19124;20,9295;51,887;12,3292;39,8283;15,7198;30,3817;48;41,4;34,3;29,3;10,779551;27,6;21,6;64,1;7,592061;12,1;39,5;35,3;6,7;20,9;4,68685;12,5;9,1;15,39;17,36;23,3;21,2;52;63,2;19,5;13,1;29;24,3;23,1;23,4847;16,7517;10,34;8,75301;40,2572;;28,5053;16,2839;39,469;15,8266;9,47768;26,2619;6,25596;20,3065;12,7845;4,4;7,96796;15,5382;4,43369;2,77187;8,298;5,86;4,33;21,65;36,6;34,71;51,2;23,92;57,82;36,34;61,66;36,76;52,36;42,3;18,3371;11,3631;7,51446;11,0773;14,8;1,7;8,9;1,9103;4,68812;14,3257;5,60216;13,0301;26,171;8,6449;30,8284;28,4431;18,136;43,8624;32,0732;10,0057;42,6344;22,7594;42,0088;19,4833;12,5228;15,3862;13,544;;8,1;26;20,3615;13,5109;41,7799;11,83;23,248;34,6741;17,7333;24,0769;21,3776;19,2443;30,5941;9,54905;17,5334;26,106;9,54938;7,94064;14,0952;7,47916;4,4932;2,12551;24,5246;32,5136;0,86402;21,2985;9,42481;33,3319;11,712;16,7054;20,9269;33,4425;26,5617;21,8228;28,3794;13,9945;34,1398;10,3322;20,5048;22,9583;8,33685
22.08.2019 00:00;16,7433;10,3662;21,5973;5,79336;8,79254;14,7378;36,5304;7,70636;27,265;11,6;15,5541;37,2889;13,0621;30,3513;14,1217;22,2945;39,8;34,9;37,9;25,4;12,572735;25,5;12,9;40,2;7,156856;12,2;33,1;24;6,3;13,8;3,46253;11,3;6,6;9,54;18,9;20,3;13,6;45,3;56,9;23,6;10,6;29,3;23,2;16,5;18,3738;11,1125;8,67421;7,18062;25,966;28,4643;21,7203;12,2936;35,2735;15,2705;9,9833;22,0772;6,74617;24,4561;16,347;2,8;7,29026;10,9375;3,05496;1,77922;9,397;5,66;2,83;15,85;24,5;21,11;57,2;37,12;45,92;30,74;70,56;33,16;47,46;56,3;13,8848;8,6858;6,05709;8,53447;11,8;3,1;15,6;1,62028;3,95996;11,9569;5,0429;7,67651;11,5395;12,4609;24,5374;17,8975;8,671;22,5718;18,7997;9,35933;24,3094;8,72594;34,1777;21,8523;10,1151;7,80557;12,37;;7,9;19;15,3698;13,8976;44,958;7,75452;20,6486;21,5509;19,0993;22,8977;20,2377;19,4684;33,1334;5,35982;16,7651;16,1681;8,75377;5,63934;13,751;4,54281;3,97696;2,59395;20,2922;22,5398;0,78929;24,3438;8,56881;35,6356;12,1381;14,0417;15,5786;25,3813;32,9016;21,6337;14,9763;11,3385;15,4426;9,70287;20,146;22,3348;7,49079
22.08.2019 01:00;15,3619;13,8025;16,0395;5,4168;8,58488;11,3897;31,8874;5,80453;20,8753;11,907;11,4853;39,7404;11,6212;29,7979;11,4885;14,8175;31,1;26,5;32;21,1;11,772735;25,3;11,3;33;6,302326;13,1;28,1;19,9;6,4;12,3;2,56342;8,8;7;8,28;13,3;17,2;12,7;45,4;46,9;27,6;11,8;33,7;20,3;13,2;13,6666;6,65056;8,50325;6,82478;31,6005;30,0447;13,0308;8,49555;33,1955;12,4912;11,7657;18,2198;10,5776;13,4419;7,36923;2,1;7,54041;8,73442;2,35285;1,27307;8,897;5,16;3,53;15,25;24,7;15,31;49,2;26,42;29,02;26,74;48,36;25,46;34,56;55,2;12,4471;11,3811;5,48668;7,64241;11;3,7;12,4;1,45337;3,96315;10,1782;5,64784;9,13585;9,53663;9,90204;17,3733;8,98938;6,91414;13,8097;12,1782;5,65997;9,96407;3,97319;20,6185;17,9089;10,3063;3,41417;9,73611;;6,8;14;8,28863;11,5971;39,9017;6,70031;15,4151;18,4505;13,8019;19,3119;28,1765;13,925;22,7104;4,60596;16,7542;12,4823;7,42899;6,00589;9,89566;4,08853;2,81011;1,38461;18,5485;12,983;0,7032;20,5208;8,40713;25,1094;11,2006;10,5163;10,7999;18,7254;28,5127;18,5772;9,39748;6,61798;7,32349;8,76811;16,2583;20,2863;6,85399
22.08.2019 02:00;12,923;13,9948;17,4556;4,99404;10,8618;6,13327;25,0414;4,59219;16,5379;9,75439;9,5361;34,8435;8,26781;25,5881;10,9483;10,5277;27,1;26,2;25,4;19,1;11,872735;17;14,6;30,7;6,068244;14,1;30,7;15,4;5,8;13,4;2,60168;9,8;7,3;8,46;14,42;16,7;10,2;36,9;39;32,8;11;35,6;21,4;11,2;12,0244;6,92889;8,37058;6,6373;31,6956;27,5166;7,74679;9,71979;28,4739;17,2255;17,8071;16,7858;9,40651;11,72;6,11171;1,5;7,03639;9,90377;2,55763;1,5774;7,476;4,36;4,83;17,05;18,6;15,01;40,4;11,52;20,12;25,84;39,66;31,06;34,66;44,8;13,2188;13,4239;5,69912;9,837;10,1;2,9;8,1;1,17703;3,07142;10,9563;6,24905;9,27254;11,6297;5,91392;15,3451;7,97256;6,46102;9,50702;8,03789;3,01155;5,46746;3,11622;14,8048;14,2945;9,03047;2,41995;7,38631;;8,1;14;10,8084;10,3686;27,4261;6,46478;15,843;13,197;12,4613;;25,2522;18,5902;20,4202;5,39365;18,1376;13,631;7,38032;4,59067;9,01774;3,60607;2,40593;1,05001;15,0867;15,2546;0,70862;16,1824;8,15051;25,1155;11,6835;8,5808;8,49456;16,9265;22,2511;14,6985;6,43369;5,20245;9,31622;7,26241;15,2899;15,783;7,01279
