Nr;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140
18.08.2020 13:00;11,7885;11,1985;16,0411;7,72331;8,24296;3,65617;10,0502;32,0908;6,61127;9,05598;10,7;7,8;4,1;2;2,6;3,3;2;3,1;7,8;0,986367;32,8;2,1;7,6;2,42951;0,5;19,2;4,5;;2;7,4;8,5;32,2;13,3;5,3;13,2;8,7;6;46,1346;7,53965;5,96438;4,94944;16,9;6,73266;13,2783;5,46225;74,8824;23,3778;25,7852;27,1244;6,60277;9,63648;3,74911;1;27,7431;37,41;10,4095;9,42789;3,8;2,09;2,39;11,6;9,59;7;8,6;12,53;21,06;65,78;9,56;15,5;19,446526;6,6373;11,0987;15,8864;7,96174;;2,8;2,6;4,9;3,94026;;4,87005;6,81556;10,5843;24,1673;5,98568;3,04433;4,16181;10,5198;4,17962;;12,6715;5,20863;3,91735;13,5276;4,15121;5;52,1;3,9;10;8,6;3,19;40,2162;46,4769;6,75088;22,9759;;8,66449;66,3624;13,5285;9,98003;13,9756;10,2497;9,53638;7,85998;6,52506;3,69376;5,79835;8,94975;1,53385;7,36508;5,97394;4,78531;6,87842;0,99;2,96447;5,05669;5,25713;8,19461;4,40826;6,75546;8,33579;7,67233;5,60853;17,7821;6,67046;7,10149;3,91004;6,02965;26,3665;3,43045
18.08.2020 14:00;10,4082;8,37244;14,4961;8,33346;8,27597;2,8356;8,77236;40,4064;5,7121;9,2578;18;8,1;3,7;2;4,9;2,5;1,9;2,1;9,2;0,486367;25,4;1,946592;6,9;2,62081;0,3;17,5;8,5;;1,6;8;10,1;39,9;19,2;4,5;11,1;11,6;4,8;19,8582;6,67516;5,8401;4,54972;18,5;10,1256;12,001;6,52257;72,1021;18,6541;23,1506;21,433;8,16212;13,4647;4,2372;1,2;26,7627;37,8428;12,6779;9,31635;4,4;2,29;2,49;9,8;11,09;7,5;8,2;12,93;28,36;61,88;6,36;12,1;9,446696;7,89337;10,3003;19,9285;7,72742;;3,3;4,2;4,9;5,97313;;21,698;5,7769;5,63293;20,6291;8,15271;3,13201;4,62265;7,60747;5,19619;3,50398;9,17655;7,92549;3,58524;20,2604;5,67789;3,7;49,5;2,5;10;8,9;2,59;45,3995;50,8072;9,16444;12,0298;;9,81493;88,9199;18,7376;9,8921;13,6148;12,1019;5,63161;6,97257;7,44246;3,32271;6,79799;12,1842;1,79356;9,82947;3,06398;4,49054;7,4722;1,31;5,36859;4,51522;5,7535;9,45432;4,98152;11,7821;9,50317;11,8199;7,93692;22,2394;6,18314;6,35634;9,69543;6,98928;21,1791;2,07611
18.08.2020 15:00;7,7606;6,83487;14,7872;10,4428;8,77877;2,76762;10,4953;46,7457;7,72501;12,6261;18,3;11,7;4,4;2,1;2,4;2,9;2,1;2,1;12,2;0,386367;29,6;2,146592;10,2;2,65907;0,3;19,5;20,6;;1,7;12,2;11,6;57,5;26,2;3,8;9,1;18,1;6,8;20,5296;4,92202;6,21241;4,07722;18,5;14,574;8,9317;8,31002;83,864;65,6553;47,064;36,1703;14,6937;15,6662;7,56621;1,5;66,5025;69,7018;13,4394;9,73129;6,2;2,19;2,29;10,1;10,89;7,5;4,4;8,13;36,86;65,68;5,36;15,5;7,046866;7,16416;6,10921;11,3504;8,10835;;2,8;4;4,3;7,10521;;21,2339;7,52691;4,19988;25,484;7,86177;4,25961;5,55446;9,01445;7,06276;3,44127;9,00757;10,8714;3,75346;16,1971;6,19706;3,4;25;7,7;7;9,7;3,25;35,6375;42,6381;16,4251;13,1922;4,96583;12,1709;88,3625;17,3514;13,1554;15,449;12,9081;10,6096;10,3699;8,99665;3,53561;4,79381;12,4631;2,72194;6,46784;4,92712;5,06892;7,20505;1,85;6,3049;6,78319;7,5741;7,5513;4,5847;9,62929;11,6696;17,0948;11,7832;13,1827;4,14494;1,66238;22,1712;8,38558;17,4353;2,63006
18.08.2020 16:00;5,21179;4,174;16,2982;6,38371;10,6923;3,03105;3,01406;43,8422;6,92675;10,4995;19,1;10,7;5,6;2,7;7,6;2,4;2,2;5,9;16,3;0,586367;35,3;2,239775;10,5;3,04167;0,9;12,6;28,9;14,1;2;10,1;15,2;52,6;21,1;5,4;8,5;19,6;7,3;12,8832;4,28697;6,13964;3,71556;18;11,299;9,85689;6,40442;72,1908;48,2561;55,5362;30,4698;9,39058;13,9119;13,0653;1,2;30,123;23,0813;11,577;11,3386;4,8;2,09;2,09;11,9;11,09;7,6;4,8;11,83;33,36;91,88;8,76;15,7;7,047037;6,09503;8,09804;8,72512;9,6129;;3,2;3;5,7;2,27719;;15,7163;5,84063;5,47441;16,2394;9,53012;4,84786;4,93016;7,87402;7,71864;3,87982;12,2783;8,32778;3,38231;15,6742;6,63811;4,5;34,1;;11;9,6;2,645;35,1695;96,3292;22,9089;15,6751;7,25052;13,0377;51,1031;12,8683;14,4355;18,7264;14,7622;7,67795;8,6587;9,09841;4,59358;9,13086;8,19239;2,7963;5,8424;8,44095;4,31475;5,52568;3,41;7,17942;8,03155;7,783;10,8371;5,6697;9,67176;13,9087;26,1337;18,5352;16,2706;4,16871;0,70903;30,1092;9,24455;30,7163;2,20624
18.08.2020 17:00;4,76194;7,28525;14,553;8,74566;10,2702;2,61466;6,1577;38,4216;5,74609;7,4244;12;15,7;4,4;2,3;6,4;1,8;2;2,8;14,3;1,239775;17;2,146592;8,7;2,85037;1;16,5;15,8;14,2;2,1;11;18,5;81,7;29,9;8,3;12,7;42,4;12,4;22,2551;4,32011;5,82523;3,09222;17,5;10,9732;8,87646;4,8802;74,1697;27,1333;29,7672;21,0511;6,43547;13,2613;13,1057;1,7;8,71075;9,35706;4,95192;9,01826;6;2,09;2,29;12,4;12,29;8,8;10,7;7,93;44,26;76,88;9,96;13,8;9,347207;13,4854;11,9696;7,63969;11,8464;;2,2;3;5,4;7,22947;;15,9621;13,2284;8,98301;49,9501;8,82599;4,94404;5,05017;9,91076;7,64129;4,36005;10,8951;5,52453;3,75184;14,794;6,91975;5,3;49,7;2;11;7,5;1,95;39,1364;72,8382;40,6093;11,367;8,76612;18,1327;20,0293;11,0848;11,1754;13,273;12,7806;8,76748;7,31606;10,6609;5,4083;9,53822;7,52266;4,42947;6,92874;6,86992;7,70377;4,99351;4,69;10,6786;5,90969;10,0022;18,5979;6,92044;8,4449;31,0174;37,979;26,2688;9,51804;3,97933;3,2589;19,7706;9,77612;27,673;3,33538
18.08.2020 18:00;7,85142;11,2888;19,3436;10,8149;10,1387;2,76762;5,01688;47,9774;5,47151;9,07775;13,9;9,5;5,8;2,3;7,5;8,7;2,3;3,2;15,3;3,139775;34,3;2,439775;10;3,11819;6,1;21,5;16,2;17,5;3,4;18,3;25,2;75,6;27,3;7,5;25;44,8;20,8;18,0493;4,20449;5,91764;4,35556;19,3;10,1539;9,8537;8,95945;96,624;38,6966;39,8965;28,7379;8,43882;15,8977;11,4332;3,4;11,8448;39,0436;14,9084;13,3774;8,2;3,59;3,19;10,8;10,79;18,8;17,7;7,83;52,46;88,28;11,56;13,3;16,347377;13,4191;14,6991;10,2704;11,3031;;3;4;4,6;4,09243;;19,4821;19,1821;10,2779;34,8283;11,6102;5,11728;6,83363;11,9518;7,65972;5,53335;11,1916;7,01487;3,81203;22,8957;7,26196;4,4;44,3;;15;9,9;2,525;49,6637;82,5294;30,7195;16,3469;8,26886;18,7424;37,8172;12,7562;12,6185;9,47502;17,8623;11,5946;7,02926;12,1286;6,48487;12,0976;8,43192;5,16559;8,71435;6,73502;8,47919;5,94632;3,75;13,0405;6,53379;11,1363;29,174;8,11652;13,9454;37,7933;40,387;38,0467;10,0484;4,27687;2,30662;19,8019;10,7589;21,8186;5,50656
18.08.2020 19:00;9,1298;16,7608;30,8246;14,6835;11,0263;3,39008;5,51559;48,321;7,45414;10,6461;9,6;8,4;4,6;2,6;4,6;10,2;3,5;3,8;13,1;4,793184;30,9;2,293184;8,7;3,48166;9,2;43,9;9,7;29,7;11,2;19,6;31,6;95,7;35,9;7,5;21,9;37,4;33,9;21,4787;2,78154;6,93312;5,50694;20,4;14,7337;10,2345;7,38769;84,0584;51,2902;46,3966;34,4383;16,7741;20,6187;17,6159;2,8;25,4781;47,7477;11,086;17,0061;12,1;3,59;4,79;12,7;18,59;46,5;6,1;8,83;36,76;84,48;54,76;35,9;22,047548;11,3849;10,3614;12,6294;11,8129;;4,3;8,8;5,3;6,75479;;20,0522;18,0928;10,1878;31,6348;12,5391;6,73429;6,44595;12,4399;5,95639;6,59135;14,7572;6,70836;6,92484;23,8424;7,05047;3,6;49,4;11,9;16;8,6;2,25;50,8619;70,0998;15,0506;24,2817;10,2228;22,697;87,9297;17,0699;17,0167;16,5053;18,7355;7,46121;8,22107;16,0592;5,99465;14,4303;6,6357;6,1832;13,9467;6,49018;7,97623;8,237;2,98;19,7299;6,89753;11,7739;17,673;11,3947;22,4356;30,4178;17,4124;20,4754;10,9996;5,98303;2,30024;21,0453;5,1411;34,0502;5,6319
18.08.2020 20:00;13,7372;17,7051;31,5623;16,18;10,8381;3,10169;17,7896;51,709;7,89762;13,5996;10,4;8,2;6;3,3;4,8;8;3,8;5,7;16,9;5,446592;31,3;2,739775;7,7;3,90252;8,6;42,6;8,2;28,5;24,8;48,1;47,2;120,3;59,4;8,5;13,4;35;66,2;13,6182;3,64677;;3,55972;20,1;31,3017;9,1707;9,80994;69,2845;67,3731;;36,1708;8,79361;;12,8922;;;;;12,991;12,8;4,09;5,79;19,9;15,89;52,3;;11,83;25,86;81,68;54,06;59,4;48,647718;9,3534;10,1307;10,6043;9,59852;;3,9;10,3;10,4;7,00039;;15,5119;9,3295;6,66997;49,9353;12,8223;8,5729;7,0824;21,6071;3,53555;8,90183;29,2221;8,49565;8,5913;23,2148;4,81332;3,1;62,7;5,6;15;7,5;1,975;37,9323;36,3588;18,1353;32,0301;8,81513;32,6798;92,8627;17,1873;19,059;18,5246;17,182;7,62628;11,5256;15,8074;6,39564;15,8106;8,732;10,0253;8,61222;6,47371;8,34429;9,23496;2,75;20,0898;20,0246;10,1951;14,8847;12,2932;10,8144;15,6609;21,4565;16,3046;14,7176;9,1453;3,18295;18,2612;13,8323;29,0581;5,70785
18.08.2020 21:00;17,1258;7,69739;31,4248;7,62185;11,2801;3,16808;33,3214;42,5121;10,6509;11,9203;9,5;13;5,4;3;3,3;6,6;3,6;5,6;13,8;4,446592;11,1;3,793184;7,8;3,94078;6,9;29,1;6,9;20,3;33;38,8;76,3;98;19,2;7,8;14;35,2;42,7;14,5094;3,24541;6,61127;4,66556;20,1;43,852;7,0983;7,3914;55,1692;53,2955;28,749;30,5049;9,0427;19,6007;15,987;3,7;42,5096;32,0864;21,208;10,1794;14,2;4,09;5,29;20,7;20,49;49,7;7,4;9,23;26,26;44,18;50,66;44,8;28,147888;11,0811;12,2169;18,8438;10,9955;;3,8;4,5;12,8;8,33721;;15,6957;16,4639;5,26804;40,6695;19,2717;11,0901;7,68612;25,3333;5,92776;7,6435;50,677;13,7438;8,45535;20,3009;5,03544;4,4;41,8;3,5;23;8;;;34,2344;15,7172;45,0945;8,29054;39,4632;81,4347;20,2024;15,9755;23,0067;16,2897;6,75308;11,865;11,3819;6,79397;17,567;8,1106;10,4597;5,30783;6,7329;6,99686;8,66933;2,78;18,5546;11,399;9,8464;12,817;9,3238;7,99576;15,5775;20,5461;15,3204;23,8295;9,00839;7,03616;14,6172;14,4449;24,9835;7,16363
18.08.2020 22:00;11,6834;6,82265;17,8342;6,2696;12,6281;5,14753;23,336;38,8048;7,42175;8,65924;6,1;8,8;5,7;3,3;3,1;6,7;4,4;4,2;11,8;3,993184;13,7;4,493184;6,5;4,32338;6,5;26,6;7;18,5;16,8;12,6;23,9;32,4;23,4;9,6;17,1;28,5;12,7;13,074;3,40533;5,66483;4,35306;18,8;36,8099;5,3366;7,67598;50,3281;53,5964;37,045;31,4848;17,2239;14,6794;19,0063;3,1;69,2208;41,536;26,21;11,1195;12,7;6,59;4,49;20,7;21,49;36,3;6,7;5,63;26,46;38,48;21,76;37,6;26,648059;9,94718;12,6157;43,4394;10,52;;4,7;5,4;8,7;5,31026;;10,2534;17,755;4,54884;25,0304;10,3242;7,90866;7,29682;22,8096;5,17572;6,77787;58,6483;13,1954;8,29919;22,1269;6,5685;4,3;46,8;3,2;24;6,6;4,65;22,1912;26,9725;12,1131;36,9542;9,28448;29,2897;67,0899;19,462;16,1485;17,413;15,958;6,4735;11,3706;16,4612;6,73183;14,8855;6,61393;8,24125;7,13409;7,88541;5,60747;7,10467;2,82;25,8796;11,0439;10,5109;11,6425;7,35112;12,3393;19,7722;17,4975;14,4892;17,2223;4,73487;9,11227;12,7132;8,3199;11,6467;6,47849
18.08.2020 23:00;6,62915;6,03342;9,78413;6,17702;10,6724;4,75716;14,2258;21,6407;7,08502;11,316;4,6;11;5,4;3,1;4,1;6,7;4,9;6,7;13,6;1,746592;8,7;6,193184;6,3;4,09382;3,2;30;5,4;20,3;14,7;9,8;11;15,6;14,4;8,5;18,5;15,2;9,4;5,74875;3,56625;5,85125;3,42194;19,6;26,7644;4,05503;8,7491;34,4298;42,0621;28,7968;31,8523;9,99392;11,1549;17,4114;3;17,2122;14,9133;26,822;8,75271;10,6;6,89;4,59;20,2;29,99;42,9;9,4;5,33;22,56;31,18;39,16;35;26,048229;8,97737;12,6143;40,0959;8,35706;;4,7;7;5,7;4,85655;;7,00958;11,5187;2,61954;14,1081;6,12432;8,94062;6,8483;14,9456;5,14146;6,98776;43,6887;11,881;8,14284;16,5881;5,07795;5,8;41,4;2,9;14;5,8;4,845;16,9185;20,9699;11,0805;11,7372;15,1721;18,1226;41,1335;16,1808;11,8826;10,4539;13,8296;7,21164;9,43466;17,6498;7,0813;11,9378;4,95686;4,38963;7,84777;6,24109;4,39335;6,10353;2,79;17,8658;10,883;10,8039;10,0417;6,47641;3,82194;14,1207;12,8684;12,7865;6,61021;3,72541;6,43547;10,0364;4,6208;9,78519;6,32288
19.08.2020 00:00;8,59444;7,7675;8,79201;5,39169;10,8712;3,40124;10,6355;19,8385;7,25816;7,32862;4,3;11,1;5,3;3,8;5,6;4,8;5,6;5,7;12,5;2,246592;17,1;9,093184;6,1;4,41903;2,5;33,9;4,7;22,5;6,7;5,5;9,2;10,8;10,5;7,6;18,1;14,3;11,6;5,49966;4,72285;4,72105;2,70667;17;11,9041;3,85852;9,67986;24,8758;22,8263;19,4965;16,8059;9,9987;9,45962;19,1306;2,4;65,8822;30,8313;15,3774;3,65803;12;7,89;5,09;10,8;20,69;35,3;16,8;9,03;22,86;35,18;20,76;16,8;16,648399;5,75778;7,03709;8,94557;7,0923;;4,1;12,7;4,9;4,35624;;4,95407;9,09262;1,6704;7,7241;6,52434;9,84982;8,7062;14,4339;3,06454;16,6867;30,7116;8,61497;6,85256;11,7068;11,0837;7,2;25,6;2,2;12;6,5;5,405;10,8678;10,5187;8,24975;10,0861;10,3851;20,9534;53,6469;14,6279;11,5816;7,62569;15,501;5,84658;6,81787;14,6109;6,21453;10,8416;4,45655;3,56588;7,22779;4,77947;5,82894;5,81354;3,68;12,622;11,3285;9,2967;8,82106;5,59091;2,76718;9,32259;11,5503;10,797;8,40483;4,6161;7,85354;22,2509;4,6501;5,93039;9,1606
19.08.2020 01:00;6,97083;8,31879;9,2424;5,35601;11,6308;5,40246;10,1315;11,3812;7,39111;5,89516;2,1;7,3;6,1;9,4;8;8,6;5,4;5,7;9,9;3;13,3;10,939775;5,4;4,80163;3,1;19,5;4,3;13,7;4,7;4,7;11;11,1;12,9;7,2;12,1;13,3;12,6;7,22948;5,96832;4,65891;2,84028;16,4;14,5535;4,19896;9,14428;21,5211;16,7322;13,4308;13,828;7,32986;9,05863;12,7074;2,2;29,798;12,3659;8,9156;3,43987;15,5;7,99;5,39;7,9;13,19;15;17,5;11,23;16,46;20,78;15,86;10,5;17,948569;5,14594;7,04686;7,40215;6,3318;;5,3;15,2;6;4,81702;;5,25835;6,96393;1,45504;7,2106;4,87323;8,27372;10,6736;18,9595;2,47723;11,7411;12,8038;8,85692;6,27851;11,2191;13,3761;7,9;21,1;2,6;14;6,4;5,685;9,24849;9,00871;7,3766;10,0903;9,63949;15,8319;26,8727;10,234;8,83786;11,0466;17,3928;6,855;6,325;14,0502;5,25588;7,50619;5,2341;3,9127;6,67214;4,02529;3,92385;5,22082;3,86;10,5777;13,0762;7,6104;;4,57644;3,83423;8,86478;9,42958;9,82024;9,60408;9,11859;4,79965;11,659;4,49328;4,21808;8,56735
19.08.2020 02:00;6,87893;6,32447;9,47237;6,07569;8,13916;4,86392;8,54664;12,4205;3,99587;5,80982;4,9;13,5;7,7;16,5;8,9;12,1;5,4;8,7;10,9;6,446592;14,2;11,339775;7,3;4,43816;3,1;10,7;4,3;8,7;5,3;5;12,9;20,6;12,1;6,2;11,1;11,3;13,1;5,81195;6,74511;5,67333;3,03583;14,5;9,90226;5,55648;10,4079;14,918;7,0095;11,6347;10,473;4,80178;10,7741;10,866;2,2;24,2319;10,9853;8,99619;3,47186;14,1;7,99;6,29;7,6;11,39;10,8;13,8;11,63;17,56;23,38;11,76;12,5;10,24874;5,2665;8,6564;6,21041;6,45512;;6,7;7,1;5,8;5,02023;;5,2887;6,51248;1,83947;12,4239;8,88379;6,10034;8,43962;16,8732;10,2086;6,77481;8,93052;7,52411;6,39542;13,7124;9,76905;8,7;24;2,9;14;8,8;5,095;8,38111;9,04482;6,4854;8,1577;8,98533;16,1899;17,0379;8,40112;7,49555;9,5361;8,98693;4,90003;5,70785;6,43993;5,46195;5,82363;5,5995;3,49152;5,9739;3,92544;4,17931;5,53524;3,58;12,8212;12,2387;6,6406;9,83949;5,87591;3,88215;8,26674;9,03847;8,31667;13,7659;6,47311;3,39539;10,3078;6,98876;2,9857;8,7304
19.08.2020 03:00;8,04548;5,82523;8,80476;7,15968;5,29768;4,12886;5,65527;11,702;6,39139;7,40766;5,3;22,3;5,2;22,8;6,5;16,4;6;8,9;9,6;8,446592;12,1;11,086367;6,9;4,28512;2,5;8,6;4,3;7,4;4,1;6,1;11,7;17,8;46,8;6,4;12,6;12;11,3;6,52576;5,5644;5,97341;3,15861;14,1;8,14709;5,50072;10,3909;17,4459;7,1051;14,2134;12,5687;6,3813;10,5638;10,2207;2,5;61,039;40,8728;8,17746;1,53293;11,3;6,39;5,79;10,3;9,69;10,6;11,8;17,33;20,66;16,68;9,66;10,5;10,44891;5,6574;9,88872;6,45628;7,44994;;5,5;7,1;5,7;5,17495;;6,35496;6,18638;2,25706;12,8;9,31986;5,40157;6,57972;11,548;7,18963;6,22682;5,76026;8,52682;4,7997;10,5822;8,80086;8,7;18,1;2,8;17;9,5;5,43;8,34566;9,62639;5,93995;8,5094;7,69647;14,1323;18,5422;8,68632;8,29736;7,00482;11,7981;3,38573;4,74017;7,3066;6,04192;5,1385;5,07636;3,00237;6,81149;2,89456;4,42522;5,74981;3,31;15,3691;12,0909;6,0289;10,5095;7,35704;7,07014;8,18761;10,7891;8,75484;20,6857;7,08872;4,08106;11,3992;20,9043;5,02659;9,06713
19.08.2020 04:00;7,24802;6,10937;10,414;6,10962;9,44211;5,35944;2,97475;23,3506;8,05218;9,91478;7;17,2;5,5;22,2;5;11,2;7;10,9;8,1;12,446592;20,9;12,286367;8,6;4,32338;3;14,9;5,1;11,6;6,3;7,7;10,4;23,3;40,3;7,2;14,7;15;11,3;7,54125;6,29823;5,88577;3,97361;17,9;8,70992;5,6489;9,09537;26,1981;8,8285;15,3332;12,7127;8,21523;12,2841;10,3646;2,7;62,0274;46,378;9,79665;1,52894;10,2;5,19;6,09;10,9;7,89;10,8;12,4;8,13;24,16;17,68;9,76;12,1;11,44908;5,7445;10,7366;6,20608;7,86786;;4,8;10,4;5,4;5,22773;;6,65932;4,55693;2,39827;14,4443;10,3344;6,08865;6,50337;11,4982;;4,53859;6,16411;5,46947;3,36817;9,20733;7,79441;7,7;21,2;2,8;12;9,6;6,61;13,2336;17,1591;6,23291;8,19616;7,35393;13,6894;28,4739;10,2106;12,0464;8,9471;8,88549;2,98001;6,03289;10,0387;6,99951;6,71059;6,34094;2,95192;6,95396;3,14152;5,57773;6,28145;3,03;21,3894;12,4478;6,121;10,1089;10,0171;7,95509;8,34376;13,9302;11,5071;28,9578;7,89959;5,71954;26,6108;17,6042;6,25596;11,5145
